#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
273,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,D,59726,100.00%,,,144605,71.61%,,,
274,California,CA,13,,,,,,Party Votes:,D,59726,,,,,,,,
275,California,CA,13,H4CA13079,,George I.,Bruno,"Bruno, George I.",,R,19606,100.00%,,,48439,23.99%,,,
276,California,CA,13,,,,,,Party Votes:,R,19606,,,,,,,,
277,California,CA,13,H2CA13073,,Mark W.,Stroberg,"Stroberg, Mark W.",,LBT,389,100.00%,,,8877,4.40%,,,
278,California,CA,13,,,,,,Party Votes:,LBT,389,,,,,,,,
279,California,CA,13,,,,,,District Votes:,,79721,,,,201921,,,,
280,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,81911,100.00%,,,182712,69.77%,,,
281,California,CA,14,,,,,,Party Votes:,D,81911,,,,,,,,
282,California,CA,14,H8CA14128,,Chris,Haugen,"Haugen, Chris",,R,33732,100.00%,,,69564,26.56%,,,
283,California,CA,14,,,,,,Party Votes:,R,33732,,,,,,,,
284,California,CA,14,H4CA14085,,Brian,Holtz,"Holtz, Brian",,LBT,873,100.00%,,,9588,3.66%,,,
285,California,CA,14,,,,,,Party Votes:,LBT,873,,,,,,,,
286,California,CA,14,,,Dennis,Mitrzyk,"Mitrzyk, Dennis",,W,,,,,24,0.01%,,,
287,California,CA,14,,,,,,District Votes:,,116516,,,,261888,,,,
288,California,CA,15,H0CA15148,(I),Mike,Honda,"Honda, Mike",,D,58531,100.00%,,,154385,72.03%,,,
289,California,CA,15,,,,,,Party Votes:,D,58531,,,,,,,,
290,California,CA,15,H4CA15058,,Raymond L.,Chukwu,"Chukwu, Raymond L.",,R,26813,99.47%,,,59953,27.97%,,,
291,California,CA,15,,,Peter Sundin,Soule,"Soule, Peter Sundin",,W(R),143,0.53%,,,,,,,
292,California,CA,15,,,,,,Party Votes:,R,26956,,,,,,,,
293,California,CA,15,,,,,,District Votes:,,85487,,,,214338,,,,
294,California,CA,16,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,D,50254,100.00%,,,129222,70.89%,,,
295,California,CA,16,,,,,,Party Votes:,D,50254,,,,,,,,
296,California,CA,16,H2CA16084,,Douglas Adams,McNea,"McNea, Douglas Adams",,R,20411,100.00%,,,47992,26.33%,,,
297,California,CA,16,,,,,,Party Votes:,R,20411,,,,,,,,
298,California,CA,16,H4CA15041,,Markus ,Welch,"Welch, Markus ",,LBT,346,100.00%,,,5067,2.78%,,,
299,California,CA,16,,,,,,Party Votes:,LBT,346,,,,,,,,
300,California,CA,16,,,,,,District Votes:,,71011,,,,182281,,,,
301,California,CA,17,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,65809,91.14%,,,148958,66.73%,,,
302,California,CA,17,H6CA16069,,Art,Dunn,"Dunn, Art",,D,6401,8.86%,,,,,,,
303,California,CA,17,,,,,,Party Votes:,D,72210,,,,,,,,
304,California,CA,17,H4CA17260,,Mark,Risley,"Risley, Mark",,R,23139,74.91%,,,65117,29.17%,,,
305,California,CA,17,H8CA15067,,Connor,Vlakancic,"Vlakancic, Connor",,R,7751,25.09%,,,,,,,
306,California,CA,17,,,,,,Party Votes:,R,30890,,,,,,,,
307,California,CA,17,H2CA17074,,Ray,Glock-Grueneich,"Glock-Grueneich, Ray",,GRN,1656,100.00%,,,3645,1.63%,,,
308,California,CA,17,,,,,,Party Votes:,GRN,1656,,,,,,,,
309,California,CA,17,H4CA17278,,Joe ,Williams,"Williams, Joe ",,PFP,141,100.00%,,,2823,1.26%,,,
310,California,CA,17,,,,,,Party Votes:,PFP,141,,,,,,,,
311,California,CA,17,H4CA17286,,Joel ,Smolen,"Smolen, Joel ",,LBT,482,100.00%,,,2607,1.17%,,,
312,California,CA,17,,,,,,Party Votes:,LBT,482,,,,,,,,
313,California,CA,17,,,David Mauricio,Munoz,"Munoz, David Mauricio",,W,,,,,75,0.03%,,,
314,California,CA,17,,,,,,District Votes:,,105379,,,,223225,,,,
315,California,CA,18,H2CA18056,(I),Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,39565,100.00%,,,103732,67.49%,,,
316,California,CA,18,,,,,,Party Votes:,D,39565,,,,,,,,
317,California,CA,18,H4CA18045,,Charles F.,"Pringle, Sr","Pringle, Charles F., Sr.",,R,16913,68.56%,,,49973,32.51%,,,
318,California,CA,18,H4CA18052,,Audrey,Redmond,"Redmond, Audrey",,R,7756,31.44%,,,,,,,
319,California,CA,18,,,,,,Party Votes:,R,24669,,,,,,,,
320,California,CA,18,,,,,,District Votes:,,64234,,,,153705,,,,
321,California,CA,19,H2CA19054,(I),George,Radanovich,"Radanovich, George",,R,65050,100.00%,,,155354,66.03%,,,
322,California,CA,19,,,,,,Party Votes:,R,65050,,,,,,,,
323,California,CA,19,H4CA19076,,James Lex,Bufford,"Bufford, James Lex",,D,39637,100.00%,,,64047,27.22%,,,
324,California,CA,19,,,,,,Party Votes:,D,39637,,,,,,,,
325,California,CA,19,H4CA19084,,Larry R.,Mullen,"Mullen, Larry R.",,GRN,540,100.00%,,,15863,6.74%,,,
326,California,CA,19,,,,,,Party Votes:,GRN,540,,,,,,,,
327,California,CA,19,,,,,,District Votes:,,105227,,,,235264,,,,
328,California,CA,20,H4CA20082,,Jim,Costa,"Costa, Jim",,D,24338,73.17%,,,61005,53.40%,,,
329,California,CA,20,H0CA20074,,Lisa,Quigley,"Quigley, Lisa",,D,8925,26.83%,,,,,,,
330,California,CA,20,,,,,,Party Votes:,D,33263,,,,,,,,
331,California,CA,20,H4CA20108,,Roy,Ashburn,"Ashburn, Roy",,R,15394,79.65%,,,53231,46.60%,,,
332,California,CA,20,H4CA20116,,Gino L.,Martorana,"Martorana, Gino L.",,R,3934,20.35%,,,,,,,
333,California,CA,20,,,,,,Party Votes:,R,19328,,,,,,,,
334,California,CA,20,,,,,,District Votes:,,52591,,,,114236,,,,
335,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,59510,100.00%,,,140721,73.17%,,,
336,California,CA,21,,,,,,Party Votes:,R,59510,,,,,,,,
337,California,CA,21,H4CA21064,,Fred B.,Davis,"Davis, Fred B.",,D,32271,100.00%,,,51594,26.83%,,,
338,California,CA,21,,,,,,Party Votes:,D,32271,,,,,,,,
339,California,CA,21,,,,,,District Votes:,,91781,,,,192315,,,,
340,California,CA,22,H8CA18020,(I),Bill,Thomas,"Thomas, Bill",,R,78809,100.00%,,,209384,100.00%,,,
341,California,CA,22,,,,,,Party Votes:,R,78809,,,,,,,,
342,California,CA,22,,,,,,District Votes:,,78809,,,,209384,,,,
343,California,CA,23,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,64202,100.00%,,,153980,63.03%,,,
344,California,CA,23,,,,,,Party Votes:,D,64202,,,,,,,,
345,California,CA,23,H2CA22116,,Don,Regan,"Regan, Don",,R,43738,100.00%,,,83926,34.35%,,,
346,California,CA,23,,,,,,Party Votes:,R,43738,,,,,,,,
347,California,CA,23,H4CA23136,,Michael,Favorite,"Favorite, Michael",,LBT,490,100.00%,,,6391,2.62%,,,
348,California,CA,23,,,,,,Party Votes:,LBT,490,,,,,,,,
349,California,CA,23,,,,,,District Votes:,,108430,,,,244297,,,,
350,California,CA,24,H6CA21028,(I),Elton,Gallegly,"Gallegly, Elton",,R,78839,100.00%,,,178660,62.82%,,,
351,California,CA,24,,,,,,Party Votes:,R,78839,,,,,,,,
352,California,CA,24,H4CA24118,,Brett,Wagner,"Wagner, Brett",,D,47259,100.00%,,,96397,33.90%,,,
353,California,CA,24,,,,,,Party Votes:,D,47259,,,,,,,,
354,California,CA,24,H4CA24126,,Stuart A.,Bechman,"Bechman, Stuart A.",,GRN,723,100.00%,,,9321,3.28%,,,
355,California,CA,24,,,,,,Party Votes:,GRN,723,,,,,,,,
356,California,CA,24,,,,,,District Votes:,,126821,,,,284378,,,,
357,California,CA,25,H2CA25036,(I),"Howard P. ""Buck""",McKeon,"McKeon, Howard P. ""Buck""",,R,47727,100.00%,,,145575,64.42%,,,
358,California,CA,25,,,,,,Party Votes:,R,47727,,,,,,,,
359,California,CA,25,H4CA25099,,"Fred ""Tim""",Willoughby,"Willoughby, Fred ""Tim""",,D,15714,56.09%,,,80395,35.58%,,,
360,California,CA,25,H6CA40234,,Bob,Conaway,"Conaway, Bob",,D,12303,43.91%,,,,,,,
361,California,CA,25,,,,,,Party Votes:,D,28017,,,,,,,,
362,California,CA,25,,,,,,District Votes:,,75744,,,,225970,,,,
363,California,CA,26,H8CA35032,(I),David,Dreier,"Dreier, David",,R,53368,83.56%,,,134596,53.58%,,,
364,California,CA,26,H4CA26113,,S. Sonny,Sardo,"Sardo, S. Sonny",,R,10502,16.44%,,,,,,,
365,California,CA,26,,,,,,Party Votes:,R,63870,,,,,,,,
366,California,CA,26,H4CA26097,,Cynthia M.,Matthews,"Matthews, Cynthia M.",,D,21365,61.86%,,,107522,42.80%,,,
367,California,CA,26,H4CA26105,,Vicki Lynn,Johnson,"Johnson, Vicki Lynn",,D,13171,38.14%,,,,,,,
368,California,CA,26,,,,,,Party Votes:,D,34536,,,,,,,,
369,California,CA,26,H4CA28083,,Randall,Weissbuch,"Weissbuch, Randall",,LBT,340,100.00%,,,9089,3.62%,,,
370,California,CA,26,,,,,,Party Votes:,LBT,340,,,,,,,,
371,California,CA,26,,,,,,District Votes:,,98746,,,,251207,,,,
372,California,CA,27,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,40350,100.00%,,,125296,62.27%,,,
373,California,CA,27,,,,,,Party Votes:,D,40350,,,,,,,,
374,California,CA,27,H2CA27180,,Robert M. ,Levy,"Levy, Robert M. ",,R,24883,100.00%,,,66946,33.27%,,,
375,California,CA,27,,,,,,Party Votes:,R,24883,,,,,,,,
376,California,CA,27,H4CA27103,,Eric J.,Carter,"Carter, Eric J.",,GRN,335,100.00%,,,8956,4.45%,,,
377,California,CA,27,,,,,,Party Votes:,GRN,335,,,,,,,,
378,California,CA,27,,,,,,District Votes:,,65568,,,,201198,,,,
379,California,CA,28,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,D,33702,81.90%,,,115303,70.95%,,,
380,California,CA,28,H4CA28069,,Charles R.,"Coleman, Jr.","Coleman, Charles R., Jr.",,D,7448,18.10%,,,,,,,
381,California,CA,28,,,,,,Party Votes:,D,41150,,,,,,,,
382,California,CA,28,H2CA28097,,David,Hernandez,"Hernandez, David",,R,11409,100.00%,,,37868,23.30%,,,
383,California,CA,28,,,,,,Party Votes:,R,11409,,,,,,,,
384,California,CA,28,H2CA28105,,Kelley L.,Ross,"Ross, Kelley L.",,LBT,217,100.00%,,,9339,5.75%,,,
385,California,CA,28,,,,,,Party Votes:,LBT,217,,,,,,,,
386,California,CA,28,,,,,,District Votes:,,52776,,,,162510,,,,
387,California,CA,29,H0CA27085,(I),Adam B.,Schiff,"Schiff, Adam B.",,D,40699,100.00%,,,133670,64.63%,,,
388,California,CA,29,,,,,,Party Votes:,D,40699,,,,,,,,
389,California,CA,29,H4CA29091,,Harry Frank,Scolinos,"Scolinos, Harry Frank",,R,17077,58.52%,,,62871,30.40%,,,
390,California,CA,29,H4CA29109,,William J.,Bodell,"Bodell, William J.",,R,8238,28.23%,,,,,,,
391,California,CA,29,H4CA27095,,Reza,Torchizy,"Torchizy, Reza",,R,3864,13.24%,,,,,,,
392,California,CA,29,,,,,,Party Votes:,R,29179,,,,,,,,
393,California,CA,29,H4CA29117,,Philip,Koebel,"Koebel, Philip",,GRN,421,100.00%,,,5715,2.76%,,,
394,California,CA,29,,,,,,Party Votes:,GRN,421,,,,,,,,
395,California,CA,29,H6CA25086,,Ted,Brown,"Brown, Ted",,LBT,289,100.00%,,,4570,2.21%,,,
396,California,CA,29,,,,,,Party Votes:,LBT,289,,,,,,,,
397,California,CA,29,,,John Christopher,Burton,"Burton, John Christopher",,W,,,,,6,0.00%,,,
398,California,CA,29,,,,,,District Votes:,,70588,,,,206832,,,,
399,California,CA,30,H6CA24048,(I),Henry A.,Waxman,"Waxman, Henry A.",,D,78362,100.00%,,,216682,71.24%,,,
400,California,CA,30,,,,,,Party Votes:,D,78362,,,,,,,,
401,California,CA,30,H4CA30073,,Victor,Elizalde,"Elizalde, Victor",,R,29018,100.00%,,,87465,28.76%,,,
402,California,CA,30,,,,,,Party Votes:,R,29018,,,,,,,,
403,California,CA,30,,,,,,District Votes:,,107380,,,,304147,,,,
404,California,CA,31,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",,D,26308,89.45%,,,89363,80.21%,,,
405,California,CA,31,H0CA32085,,Mervin Leon,Evans,"Evans, Mervin Leon",,D,3103,10.55%,,,,,,,
406,California,CA,31,,,,,,Party Votes:,D,29411,,,,,,,,
407,California,CA,31,H2CA31083,,Luis,Vega,"Vega, Luis",,R,5634,100.00%,,,22048,19.79%,,,
408,California,CA,31,,,,,,Party Votes:,R,5634,,,,,,,,
409,California,CA,31,,,,,,District Votes:,,35045,,,,111411,,,,
410,California,CA,32,H0CA31087,(I),Hilda L.,Solis,"Solis, Hilda L.",,D,28948,100.00%,,,119144,85.01%,,,
411,California,CA,32,,,,,,Party Votes:,D,28948,,,,,,,,
412,California,CA,32,H4CA32095,,Leland,Faegre,"Faegre, Leland",,LBT,91,100.00%,,,21002,14.99%,,,
413,California,CA,32,,,,,,Party Votes:,LBT,91,,,,,,,,
414,California,CA,32,,,,,,District Votes:,,29039,,,,140146,,,,
415,California,CA,33,H2CA32099,(I),Diane E.,Watson,"Watson, Diane E.",,D,53376,100.00%,,,166801,88.58%,,,
416,California,CA,33,,,,,,Party Votes:,D,53376,,,,,,,,
417,California,CA,33,H4CA33077,,Robert G.,"Weber, Jr.","Weber, Robert G., Jr.",,LBT,178,100.00%,,,21513,11.42%,,,
418,California,CA,33,,,,,,Party Votes:,LBT,178,,,,,,,,
419,California,CA,33,,,,,,District Votes:,,53554,,,,188314,,,,
420,California,CA,34,H2CA33048,(I),Lucille,Royball-Allard,"Royball-Allard, Lucille",,D,22593,100.00%,,,82282,74.49%,,,
421,California,CA,34,,,,,,Party Votes:,D,22593,,,,,,,,
422,California,CA,34,H8CA33235,,Wayne ,Miller,"Miller, Wayne ",,R,7683,100.00%,,,28175,25.51%,,,
423,California,CA,34,,,,,,Party Votes:,R,7683,,,,,,,,
424,California,CA,34,,,,,,District Votes:,,30276,,,,110457,,,,
425,California,CA,35,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",,D,41452,100.00%,,,125949,80.53%,,,
426,California,CA,35,,,,,,Party Votes:,D,41452,,,,,,,,
427,California,CA,35,H2CA35092,,Ross,Moen,"Moen, Ross",,R,7573,100.00%,,,23591,15.08%,,,
428,California,CA,35,,,,,,Party Votes:,R,7573,,,,,,,,
429,California,CA,35,H6CA35093,,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,300,100.00%,,,3440,2.20%,,,
430,California,CA,35,,,,,,Party Votes:,AIP,300,,,,,,,,
431,California,CA,35,H2CA33113,,Charles,Tate,"Tate, Charles",,LBT,96,100.00%,,,3427,2.19%,,,
432,California,CA,35,,,,,,Party Votes:,LBT,96,,,,,,,,
433,California,CA,35,,,,,,District Votes:,,49421,,,,156407,,,,
434,California,CA,36,H2CA27107,(I),Jane,Harman,"Harman, Jane",,D,48524,100.00%,,,151208,61.96%,,,
435,California,CA,36,,,,,,Party Votes:,D,48524,,,,,,,,
436,California,CA,36,H4CA36096,,Paul ,Whitehead,"Whitehead, Paul ",,R,13081,42.92%,,,81666,33.46%,,,
437,California,CA,36,H2CA36215,,Gloria E.,Davis,"Davis, Gloria E.",,R,9430,30.94%,,,,,,,
438,California,CA,36,H4CA36088,,Lee,Leslie,"Leslie, Lee",,R,7966,26.14%,,,,,,,
439,California,CA,36,,,,,,Party Votes:,R,30477,,,,,,,,
440,California,CA,36,H4CA36112,,Alice,Stek,"Stek, Alice",,PFP,124,100.00%,,,6105,2.50%,,,
441,California,CA,36,,,,,,Party Votes:,PFP,124,,,,,,,,
442,California,CA,36,H4CA36104,,Mike,Binkley,"Binkley, Mike",,LBT,456,100.00%,,,5065,2.08%,,,
443,California,CA,36,,,,,,Party Votes:,LBT,456,,,,,,,,
444,California,CA,36,,,,,,District Votes:,,79581,,,,244044,,,,
445,California,CA,37,H6CA37222,(I),Juanita,Millender-McDonald,"Millender-McDonald, Juanita",,D,27047,64.94%,,,118823,75.05%,,,
446,California,CA,37,H4CA37060,,Albert,Robles,"Robles, Albert",,D,7800,18.73%,,,,,,,
447,California,CA,37,H2CA38062,,Peter,Mathews,"Mathews, Peter",,D,6802,16.33%,,,,,,,
448,California,CA,37,,,,,,Party Votes:,D,41649,,,,,,,,
449,California,CA,37,H0CA37118,,Vernon,Van,"Van, Vernon",,R,10172,100.00%,,,31960,20.19%,,,
450,California,CA,37,,,,,,Party Votes:,R,10172,,,,,,,,
451,California,CA,37,H2CA37254,,Herb,Peters,"Peters, Herb",,LBT,180,100.00%,,,7535,4.76%,,,
452,California,CA,37,,,,,,Party Votes:,LBT,180,,,,,,,,
453,California,CA,37,,,,,,District Votes:,,52001,,,,158318,,,,
454,California,CA,38,H8CA34068,(I),Grace Flores,Napolitano,"Napolitano, Grace Flores",,D,26632,78.90%,,,116851,100.00%,,,
455,California,CA,38,H4CA38084,,Michael J.,Manzo,"Manzo, Michael J.",,D,7122,21.10%,,,,,,,
456,California,CA,38,,,,,,Party Votes:,D,33754,,,,,,,,
457,California,CA,38,,,,,,District Votes:,,33754,,,,116851,,,,
458,California,CA,39,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,D,30424,100.00%,,,100132,60.70%,,,
459,California,CA,39,,,,,,Party Votes:,D,30424,,,,,,,,
460,California,CA,39,H2CA39102,,Tim,Escobar,"Escobar, Tim",,R,18227,100.00%,,,64832,39.30%,,,
461,California,CA,39,,,,,,Party Votes:,R,18227,,,,,,,,
462,California,CA,39,,,,,,District Votes:,,48651,,,,164964,,,,
463,California,CA,40,H6CA39020,(I),Ed,Royce,"Royce, Ed",,R,61464,100.00%,,,147617,67.93%,,,
464,California,CA,40,,,,,,Party Votes:,R,61464,,,,,,,,
465,California,CA,40,H4CA40072,,J. Tilman,Williams,"Williams, J. Tilman",,D,17294,51.72%,,,69684,32.07%,,,
466,California,CA,40,H8CA47011,,Christina,Avalos,"Avalos, Christina",,D,16144,48.28%,,,,,,,
467,California,CA,40,,,,,,Party Votes:,D,33438,,,,,,,,
468,California,CA,40,,,,,,District Votes:,,94902,,,,217301,,,,
469,California,CA,41,H8CA37079,(I),Jerry,Lewis,"Lewis, Jerry",,R,63453,100.00%,,,181605,82.95%,,,
470,California,CA,41,,,,,,Party Votes:,R,63453,,,,,,,,
471,California,CA,41,H4CA41112,,Peymon,Mottahedek,"Mottahedek, Peymon",,LBT,424,100.00%,,,37332,17.05%,,,
472,California,CA,41,,,,,,Party Votes:,LBT,424,,,,,,,,
473,California,CA,41,,,"Henry ""Hank"" F., Jr.",Ramey,"Ramey, Henry ""Hank"" F., Jr.",,W(D),30,100.00%,,,,,,,
474,California,CA,41,,,,,,Party Votes:,D,30,,,,,,,,
475,California,CA,41,,,,,,District Votes:,,63907,,,,218937,,,,
476,California,CA,42,H8CA41063,(I),Gary G.,Miller,"Miller, Gary G.",,R,65558,100.00%,,,167632,68.14%,,,
477,California,CA,42,,,,,,Party Votes:,R,65558,,,,,,,,
478,California,CA,42,H4CA42052,,Lewis,Myers,"Myers, Lewis",,D,29583,100.00%,,,78393,31.86%,,,
479,California,CA,42,,,,,,Party Votes:,D,29583,,,,,,,,
480,California,CA,42,,,,,,District Votes:,,95141,,,,246025,,,,
481,California,CA,43,H6CA42099,(I),Joe,Baca,"Baca, Joe",,D,27769,100.00%,,,86830,66.37%,,,
482,California,CA,43,,,,,,Party Votes:,D,27769,,,,,,,,
483,California,CA,43,H4CA43069,,Ed,Laning,"Laning, Ed",,R,13599,100.00%,,,44004,33.63%,,,
484,California,CA,43,,,,,,Party Votes:,R,13599,,,,,,,,
485,California,CA,43,,,,,,District Votes:,,41368,,,,130834,,,,
486,California,CA,44,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,49107,85.79%,,,138768,61.64%,,,
487,California,CA,44,H4CA44132,,David J.,Rizzo,"Rizzo, David J.",,R,8132,14.21%,,,,,,,
488,California,CA,44,,,,,,Party Votes:,R,57239,,,,,,,,
489,California,CA,44,H2CA44128,,Louis ,Vandenberg,"Vandenberg, Louis ",,D,33140,100.00%,,,78796,35.00%,,,
490,California,CA,44,,,,,,Party Votes:,D,33140,,,,,,,,
491,California,CA,44,H4CA44140,,Kevin,Akin,"Akin, Kevin",,PFP,103,100.00%,,,7559,3.36%,,,
492,California,CA,44,,,,,,Party Votes:,PFP,103,,,,,,,,
493,California,CA,44,,,,,,District Votes:,,90482,,,,225123,,,,
494,California,CA,45,H8CA44034,(I),Mary,Bono,"Bono, Mary",,R,51429,85.93%,,,153523,66.61%,,,
495,California,CA,45,H0CA44122,,John,Barker,"Barker, John",,R,8422,14.07%,,,,,,,
496,California,CA,45,,,,,,Party Votes:,R,59851,,,,,,,,
497,California,CA,45,H4CA45071,,Richard J.,Meyer,"Meyer, Richard J.",,D,27117,70.81%,,,76967,33.39%,,,
498,California,CA,45,H4CA45055,,Dennis,Lockhart,"Lockhart, Dennis",,D,11168,29.16%,,,,,,,
499,California,CA,45,,,John W.,Thomas,"Thomas, John W.",,W(D),12,0.03%,,,,,,,
500,California,CA,45,,,,,,Party Votes:,D,38297,,,,,,,,
501,California,CA,45,,,,,,District Votes:,,98148,,,,230490,,,,
502,California,CA,46,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,R,69132,83.53%,,,171318,61.92%,,,
503,California,CA,46,H6CA27124,,"Robert K. ""Bob""",Dornan,"Dornan, Robert K. ""Bob""",,R,13630,16.47%,,,,,,,
504,California,CA,46,,,,,,Party Votes:,R,82762,,,,,,,,
505,California,CA,46,H4CA46061,,Jim,Brandt,"Brandt, Jim",,D,21408,48.64%,,,90129,32.57%,,,
506,California,CA,46,H4CA46087,,Tan D.,Nguyen,"Nguyen, Tan D.",,D,14349,32.60%,,,,,,,
507,California,CA,46,H4CA46079,,Paul C.,Wilkins,"Wilkins, Paul C.",,D,8252,18.75%,,,,,,,
508,California,CA,46,,,,,,Party Votes:,D,44009,,,,,,,,
509,California,CA,46,H4CA46095,,Tom,Lash,"Lash, Tom",,GRN,581,100.00%,,,10238,3.70%,,,
510,California,CA,46,,,,,,Party Votes:,GRN,581,,,,,,,,
511,California,CA,46,H0CA39072,,Keith,Gann,"Gann, Keith",,LBT,707,100.00%,,,5005,1.81%,,,
512,California,CA,46,,,,,,Party Votes:,LBT,707,,,,,,,,
513,California,CA,46,,,,,,District Votes:,,128059,,,,276690,,,,
514,California,CA,47,H6CA46033,(I),Loretta,Sanchez,"Sanchez, Loretta",,D,23270,100.00%,,,65684,60.38%,,,
515,California,CA,47,,,,,,Party Votes:,D,23270,,,,,,,,
516,California,CA,47,H2CA46099,,"Alexandria A. ""Alex""",Coronado,"Coronado, Alexandria A. ""Alex""",,R,12061,59.36%,,,43099,39.62%,,,
517,California,CA,47,H4CA47051,,Virgel L.,Nickell,"Nickell, Virgel L.",,R,8258,40.64%,,,,,,,
518,California,CA,47,,,,,,Party Votes:,R,20319,,,,,,,,
519,California,CA,47,,,,,,District Votes:,,43589,,,,108783,,,,
520,California,CA,48,H8CA40057,(I),Christopher,Cox,"Cox, Christopher",,R,85697,100.00%,,,189004,64.98%,,,
521,California,CA,48,,,,,,Party Votes:,R,85697,,,,,,,,
522,California,CA,48,H0CA47034,,John,Graham,"Graham, John",,D,39385,100.00%,,,93525,32.15%,,,
523,California,CA,48,,,,,,Party Votes:,D,39385,,,,,,,,
524,California,CA,48,H4CA48026,,Bruce,Cohen,"Cohen, Bruce",,LBT,718,100.00%,,,8343,2.87%,,,
525,California,CA,48,,,,,,Party Votes:,LBT,718,,,,,,,,
526,California,CA,48,,,,,,District Votes:,,125800,,,,290872,,,,
527,California,CA,49,H0CA48024,(I),Darrell E.,Issa,"Issa, Darrell E.",,R,66710,100.00%,,,141658,62.55%,,,
528,California,CA,49,,,,,,Party Votes:,R,66710,,,,,,,,
529,California,CA,49,H2CA49200,,Mike,Byron,"Byron, Mike",,D,32903,100.00%,,,79057,34.91%,,,
530,California,CA,49,,,,,,Party Votes:,D,32903,,,,,,,,
531,California,CA,49,H4CA49081,,Lars R.,Grossmith,"Grossmith, Lars R.",,LBT,526,100.00%,,,5751,2.54%,,,
532,California,CA,49,,,,,,Party Votes:,LBT,526,,,,,,,,
533,California,CA,49,,,,,,District Votes:,,100139,,,,226466,,,,
534,California,CA,50,H0CA45012,(I),"Randy ""Duke""",Cunningham,"Cunningham, Randy ""Duke""",,R,81854,100.00%,,,169025,58.42%,,,
535,California,CA,50,,,,,,Party Votes:,R,81854,,,,,,,,
536,California,CA,50,H4CA50055,,Francine P.,Busby,"Busby, Francine P.",,D,47600,100.00%,,,105590,36.49%,,,
537,California,CA,50,,,,,,Party Votes:,D,47600,,,,,,,,
538,California,CA,50,H4CA50089,,Brandon C.,Osborne,"Osborne, Brandon C.",,LBT,770,100.00%,,,3486,1.20%,,,
539,California,CA,50,,,,,,Party Votes:,LBT,770,,,,,,,,
540,California,CA,50,H4CA50071,,Gary M.,Waayers,"Waayers, Gary M.",,GRN,700,100.00%,,,6504,2.25%,,,
541,California,CA,50,,,,,,Party Votes:,GRN,700,,,,,,,,
542,California,CA,50,H4CA50063,,Diane,Templin,"Templin, Diane",,AIP,1037,100.00%,,,4723,1.63%,,,
543,California,CA,50,,,,,,Party Votes:,AIP,1037,,,,,,,,
544,California,CA,50,,,,,,District Votes:,,131961,,,,289328,,,,
545,California,CA,51,H2CA50034,(I),Bob,Filner,"Filner, Bob",,D,33046,76.64%,,,111441,61.61%,,,
546,California,CA,51,H2CA51131,,"Daniel C. ""Danny""",Ramirez,"Ramirez, Daniel C. ""Danny""",,D,10074,23.36%,,,,,,,
547,California,CA,51,,,,,,Party Votes:,D,43120,,,,,,,,
548,California,CA,51,H4CA51053,,Michael,Giorgino,"Giorgino, Michael",,R,19948,69.72%,,,63526,35.12%,,,
549,California,CA,51,H4CA51046,,Ruben Ricardo,Garcia,"Garcia, Ruben Ricardo",,R,8662,30.28%,,,,,,,
550,California,CA,51,,,,,,Party Votes:,R,28610,,,,,,,,
551,California,CA,51,H4CA51061,,Michael S.,Metti,"Metti, Michael S.",,LBT,203,100.00%,,,5912,3.27%,,,
552,California,CA,51,,,,,,Party Votes:,LBT,203,,,,,,,,
553,California,CA,51,,,,,,District Votes:,,71933,,,,180879,,,,
554,California,CA,52,H2CA42023,(I),Duncan,Hunter,"Hunter, Duncan",,R,83638,100.00%,,,187799,69.19%,,,
555,California,CA,52,,,,,,Party Votes:,R,83638,,,,,,,,
556,California,CA,52,H4CA52044,,Brian S. ,Keliher,"Keliher, Brian S. ",,D,42770,100.00%,,,74857,27.58%,,,
557,California,CA,52,,,,,,Party Votes:,D,42770,,,,,,,,
558,California,CA,52,H0CA52018,,Michael,Benoit,"Benoit, Michael",,LBT,671,100.00%,,,8782,3.24%,,,
559,California,CA,52,,,,,,Party Votes:,LBT,671,,,,,,,,
560,California,CA,52,,,,,,District Votes:,,127079,,,,271438,,,,
