#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
1086,Illinois,IL,15,H0IL15053,(I),Tim,Johnson,"Johnson, Tim",,R,53150,100.00%,,,178114,61.05%,,,
1087,Illinois,IL,15,,,,,,Party Votes:,R,53150,,,,,,,,
1088,Illinois,IL,15,H4IL15055,,David,Gill,"Gill, David",,D,21323,73.81%,,,113625,38.95%,,,
1089,Illinois,IL,15,H4IL15063,,Ralph L.,"Langenheim, Jr.","Langenheim, Ralph L., Jr.",,D,7565,26.19%,,,,,,,
1090,Illinois,IL,15,,,,,,Party Votes:,D,28888,,,,,,,,
1091,Illinois,IL,15,,,,,,District Votes:,,82038,,,,291739,,,,
1092,Illinois,IL,16,H0IL16085,(I),Donald A. ,Manzullo,"Manzullo, Donald A. ",,R,59507,100.00%,,,204350,69.08%,,,
1093,Illinois,IL,16,,,,,,Party Votes:,R,59507,,,,,,,,
1094,Illinois,IL,16,H2IL16032,,John H.,Kutsch,"Kutsch, John H.",,D,34141,100.00%,,,91452,30.92%,,,
1095,Illinois,IL,16,,,,,,Party Votes:,D,34141,,,,,,,,
1096,Illinois,IL,16,,,Tom,Carlson,"Carlson, Tom",,W,,,,,4,0.00%,,,
1097,Illinois,IL,16,,,,,,District Votes:,,93648,,,,295806,,,,
1098,Illinois,IL,17,H2IL19010,(I),Lane A.,Evans,"Evans, Lane A.",,D,46328,100.00%,,,172320,60.68%,,,
1099,Illinois,IL,17,,,,,,Party Votes:,D,46328,,,,,,,,
1100,Illinois,IL,17,H4IL17069,,Andrea Lane,Zinga,"Zinga, Andrea Lane",,R,30160,100.00%,,,111680,39.32%,,,
1101,Illinois,IL,17,,,,,,Party Votes:,R,30160,,,,,,,,
1102,Illinois,IL,17,,,,,,District Votes:,,76488,,,,284000,,,,
1103,Illinois,IL,18,H4IL18059,(I),Ray,LaHood,"LaHood, Ray",,R,52026,100.00%,,,216047,70.24%,,,
1104,Illinois,IL,18,,,,,,Party Votes:,R,52026,,,,,,,,
1105,Illinois,IL,18,H4IL18091,,Steve,Waterworth,"Waterworth, Steve",,D,25838,100.00%,,,91548,29.76%,,,
1106,Illinois,IL,18,,,,,,Party Votes:,D,25838,,,,,,,,
1107,Illinois,IL,18,,,,,,District Votes:,,77864,,,,307595,,,,
1108,Illinois,IL,19,H2IL20042,(I),John M.,Shimkus,"Shimkus, John M.",,R,38892,100.00%,,,213451,69.36%,,,
1109,Illinois,IL,19,,,,,,Party Votes:,R,38892,,,,,,,,
1110,Illinois,IL,19,H4IL19073,,Tim ,Bagwell,"Bagwell, Tim ",,D,32795,100.00%,,,94303,30.64%,,,
1111,Illinois,IL,19,,,,,,Party Votes:,D,32795,,,,,,,,
1112,Illinois,IL,19,,,,,,District Votes:,,71687,,,,307754,,,,
1113,Illinois,IL,H,,,,,,House Votes:,,1574355,,,,4988665,,,,
1114,Illinois,IL,S,S4IL00180,,Barack,Obama,"Obama, Barack",,D,655923,52.77%,,,3597456,69.97%,,,
1115,Illinois,IL,S,S4IL00206,,Daniel W.,Hynes,"Hynes, Daniel W.",,D,294717,23.71%,,,,,,,
1116,Illinois,IL,S,S4IL00172,,M. Blair,Hull,"Hull, M. Blair",,D,134453,10.82%,,,,,,,
1117,Illinois,IL,S,S4IL00347,,Maria ,Pappas,"Pappas, Maria ",,D,74987,6.03%,,,,,,,
1118,Illinois,IL,S,S4IL00164,,Gery,Chico,"Chico, Gery",,D,53433,4.30%,,,,,,,
1119,Illinois,IL,S,S4IL00255,,Nancy ,Skinner,"Skinner, Nancy ",,D,16098,1.30%,,,,,,,
1120,Illinois,IL,S,S4IL00198,,Joyce,Washington,"Washington, Joyce",,D,13375,1.08%,,,,,,,
1121,Illinois,IL,S,,,Estella Johnson,Hunt,"Hunt, Estella Johnson",,W(D),10,0.00%,,,,,,,
1122,Illinois,IL,S,,,,,,Party Votes:,D,1242996,,,,,,,,
1123,Illinois,IL,S,S4IL00404,,Alan,Keyes,"Keyes, Alan",,R,*,,,,1390690,27.05%,,,7
1124,Illinois,IL,S,S4IL00230,,Jack,Ryan,"Ryan, Jack",,R,234791,35.48%,,,,,,,
1125,Illinois,IL,S,S2IL00119,,Jim,Oberweis ,"Oberweis, Jim",,R,155794,23.54%,,,,,,,
1126,Illinois,IL,S,S4IL00263,,Steven J.,Rauschenberger,"Rauschenberger, Steven J.",,R,132655,20.04%,,,,,,,
1127,Illinois,IL,S,S4IL00222,,Andy,McKenna,"McKenna, Andy",,R,97238,14.69%,,,,,,,
1128,Illinois,IL,S,S4IL00354,,Jonathan C.,Wright,"Wright, Jonathan C.",,R,17189,2.60%,,,,,,,
1129,Illinois,IL,S,S4IL00297,,John,Borling,"Borling, John",,R,13390,2.02%,,,,,,,
1130,Illinois,IL,S,S4IL00305,,Norm,Hill,"Hill, Norm",,R,5637,0.85%,,,,,,,
1131,Illinois,IL,S,S4IL00271,,Chirinjeev,Kathuria,"Kathuria, Chirinjeev",,R,5110,0.77%,,,,,,,
1132,Illinois,IL,S,,,,,,Party Votes:,R,661804,,,,,,,,
1133,Illinois,IL,S,S4IL00370,,Albert J.,Franzen,"Franzen, Albert J.",,I,,,,,81164,1.58%,,,
1134,Illinois,IL,S,S4IL00412,,Jerry,Kohn,"Kohn, Jerry",,LBT,,,,,69253,1.35%,,,
1135,Illinois,IL,S,,,Bill,Kuhnke,"Kuhnke, Bill",,W,,,,,2268,0.04%,,,
1136,Illinois,IL,S,,,Scott,Doody,"Doody, Scott",,W,,,,,339,0.01%,,,
1137,Illinois,IL,S,,,Donald,McArthur-Self,"McArthur-Self, Donald",,W,,,,,134,0.00%,,,
1138,Illinois,IL,S,,,Kathy,Campbell,"Campbell, Kathy",,W ,,,,,129,0.00%,,,
1139,Illinois,IL,S,,,Shaun L.,Bill,"Bill, Shaun L.",,W,,,,,37,0.00%,,,
1140,Illinois,IL,S,,,Marcus,Hester,"Hester, Marcus",,W,,,,,23,0.00%,,,
1141,Illinois,IL,S,,,Tom,Carlson,"Carlson, Tom",,W,,,,,20,0.00%,,,
1142,Illinois,IL,S,,,Orlando,McDowell,"McDowell, Orlando",,W,,,,,5,0.00%,,,
1143,Illinois,IL,S,,,Arthur C.,Brumfield,"Brumfield, Arthur C.",,W,,,,,1,0.00%,,,
1144,Illinois,IL,S,,,Lowell,Seida,"Seida, Lowell",,W,,,,,1,0.00%,,,
1145,Illinois,IL,S,,,,,,Senate Votes:,,1904800,,,,5141520,,,,
1146,Illinois,IL,,,,,,,Total State Votes:,,3479155,,,,10130185,,,,
1147,Indiana,IN,1,H4IN01012,(I),Peter J.,Visclosky,"Visclosky, Peter J.",,D,45141,100.00%,,,178406,68.29%,,,
1148,Indiana,IN,1,,,,,,Party Votes:,D,45141,,,,,,,,
1149,Indiana,IN,1,H8IN01096,,Mark J.,Leyva,"Leyva, Mark J.",,R,9529,44.66%,,,82858,31.71%,,,
1150,Indiana,IN,1,H4IN01145,,Frank E.,Kendrick,"Kendrick, Frank E.",,R,9113,42.71%,,,,,,,
1151,Indiana,IN,1,H2IN01065,,Cyril B. (Cy),Huerter,"Huerter, Cyril B. (Cy)",,R,2696,12.63%,,,,,,,
1152,Indiana,IN,1,,,,,,Party Votes:,R,21338,,,,,,,,
1153,Indiana,IN,1,,,,,,District Votes:,,66479,,,,261264,,,,
1154,Indiana,IN,2,H2IN03111,(I),Chris,Chocola,"Chocola, Chris",,R,36847,83.95%,,,140496,54.17%,,,
1155,Indiana,IN,2,H4IN02119,,Tony,Zirkle,"Zirkle, Tony",,R,7043,16.05%,,,,,,,
1156,Indiana,IN,2,,,,,,Party Votes:,R,43890,,,,,,,,
1157,Indiana,IN,2,H4IN02101,,Joe,Donnelly,"Donnelly, Joe",,D,29117,100.00%,,,115513,44.54%,,,
1158,Indiana,IN,2,,,,,,Party Votes:,D,29117,,,,,,,,
1159,Indiana,IN,2,H4IN02127,,Douglas,Barnes,"Barnes, Douglas",,LBT,*,,,,3346,1.29%,,,
1160,Indiana,IN,2,,,,,,District Votes:,,73007,,,,259355,,,,
1161,Indiana,IN,3,H4IN04099,(I),Mark Edward,Souder,"Souder, Mark Edward",,R,46583,79.23%,,,171389,69.21%,,,
1162,Indiana,IN,3,H2IN03145,,William,Larsen,"Larsen, William",,R,12210,20.77%,,,,,,,
1163,Indiana,IN,3,,,,,,Party Votes:,R,58793,,,,,,,,
1164,Indiana,IN,3,H4IN00014,,Maria M.,Parra,"Parra, Maria M.",,D,5982,42.81%,,,76232,30.79%,,,
1165,Indiana,IN,3,H4IN03075,,Mark A.,Summers,"Summers, Mark A.",,D,5202,37.23%,,,,,,,
1166,Indiana,IN,3,H8IN04058,,Steve G.,Hope,"Hope, Steve G.",,D,2790,19.97%,,,,,,,
1167,Indiana,IN,3,,,,,,Party Votes:,D,13974,,,,,,,,
1168,Indiana,IN,3,,,,,,District Votes:,,72767,,,,247621,,,,
1169,Indiana,IN,4,H2IN05025,(I),Steve,Buyer,"Buyer, Steve",,R,52921,65.75%,,,190445,69.47%,,,
1170,Indiana,IN,4,H4IN04115,,Dennis,Hardy,"Hardy, Dennis",,R,10862,13.49%,,,,,,,
1171,Indiana,IN,4,H4IN04156,,Mike,Campbell,"Campbell, Mike",,R,8403,10.44%,,,,,,,
1172,Indiana,IN,4,H4IN04123,,Brian D.,Paasch,"Paasch, Brian D.",,R,8305,10.32%,,,,,,,
1173,Indiana,IN,4,,,,,,Party Votes:,R,80491,,,,,,,,
1174,Indiana,IN,4,H4IN04149,,David,Sanders,"Sanders, David",,D,9320,62.45%,,,77574,28.30%,,,
1175,Indiana,IN,4,H2IN04101,,Bill,Abbott,"Abbott, Bill",,D,5604,37.55%,,,,,,,
1176,Indiana,IN,4,,,,,,Party Votes:,D,14924,,,,,,,,
1177,Indiana,IN,4,H4IN04164,,Kevin R.,Fleming,"Fleming, Kevin R.",,LBT,*,,,,6117,2.23%,,,
1178,Indiana,IN,4,,,,,,District Votes:,,95415,,,,274136,,,,
1179,Indiana,IN,5,H2IN06023,(I),Dan,Burton,"Burton, Dan",,R,83136,86.38%,,,228718,71.84%,,,
1180,Indiana,IN,5,H6IN06024,,George Thomas,Holland,"Holland, George Thomas",,R,8825,9.17%,,,,,,,
1181,Indiana,IN,5,H4IN05088,,Victor Dean,Wakley,"Wakley, Victor Dean",,R,4287,4.45%,,,,,,,
1182,Indiana,IN,5,,,,,,Party Votes:,R,96248,,,,,,,,
1183,Indiana,IN,5,H2IN05058,,Katherine Fox,Carr,"Carr, Katherine Fox",,D,11224,62.51%,,,82637,25.96%,,,
1184,Indiana,IN,5,H2IN05033,,Mike,Brinegar,"Brinegar, Mike",,D,6732,37.49%,,,,,,,
1185,Indiana,IN,5,,,,,,Party Votes:,D,17956,,,,,,,,
1186,Indiana,IN,5,H4IN05096,,Rick,Hodgin,"Hodgin, Rick",,LBT,*,,,,7008,2.20%,,,
1187,Indiana,IN,5,,,,,,District Votes:,,114204,,,,318363,,,,
1188,Indiana,IN,6,H8IN02060,(I),Mike,Pence,"Pence, Mike",,R,61794,100.00%,,,182529,67.09%,,,
1189,Indiana,IN,6,,,,,,Party Votes:,R,61794,,,,,,,,
1190,Indiana,IN,6,H2IN06148,,Mel,Fox,"Fox, Mel",,D,31231,100.00%,,,85123,31.29%,,,
1191,Indiana,IN,6,,,,,,Party Votes:,D,31231,,,,,,,,
1192,Indiana,IN,6,H4IN06094,,Chad (Wick),Roots,"Roots, Chad (Wick)",,LBT,*,,,,4397,1.62%,,,
1193,Indiana,IN,6,,,,,,District Votes:,,93025,,,,272049,,,,
1194,Indiana,IN,7,H6IN10141,(I),Julia M.,Carson,"Carson, Julia M.",,D,30915,89.44%,,,121303,54.35%,,,
1195,Indiana,IN,7,H6IN10208,,Bob,Hidalgo,"Hidalgo, Bob",,D,3652,10.56%,,,,,,,
1196,Indiana,IN,7,,,,,,Party Votes:,D,34567,,,,,,,,
1197,Indiana,IN,7,H2IN07088,,Andrew (Andy),Horning,"Horning, Andrew (Andy)",,R,23152,72.54%,,,97491,43.68%,,,
1198,Indiana,IN,7,H4IN07100,,Bob,Croddy,"Croddy, Bob",,R,8764,27.46%,,,,,,,
1199,Indiana,IN,7,,,,,,Party Votes:,R,31916,,,,,,,,
1200,Indiana,IN,7,H4IN07126,,Barry,Campbell,"Campbell, Barry",,LBT,*,,,,4381,1.96%,,,
1201,Indiana,IN,7,,,,,,District Votes:,,66483,,,,223175,,,,
1202,Indiana,IN,8,H4IN08108,(I),John N.,Hostettler,"Hostettler, John N.",,R,39721,100.00%,,,145576,53.37%,,,
1203,Indiana,IN,8,,,,,,Party Votes:,R,39721,,,,,,,,
1204,Indiana,IN,8,H4IN08157,,Jon P.,Jennings,"Jennings, Jon P.",,D,37853,73.49%,,,121522,44.55%,,,
1205,Indiana,IN,8,H4IN08173,,Bill,Pearman,"Pearman, Bill",,D,13652,26.51%,,,,,,,
1206,Indiana,IN,8,,,,,,Party Votes:,D,51505,,,,,,,,
1207,Indiana,IN,8,H4IN08181,,Mark,Garvin,"Garvin, Mark",,LBT,*,,,,5680,2.08%,,,
1208,Indiana,IN,8,,,,,,District Votes:,,91226,,,,272778,,,,
1209,Indiana,IN,9,H2IN09084,,Mike,Sodrel,"Sodrel, Mike",,R,35293,100.00%,,,142197,49.46%,,,
1210,Indiana,IN,9,,,,,,Party Votes:,R,35293,,,,,,,,
1211,Indiana,IN,9,H8IN09032,(I),Baron,Hill,"Hill, Baron",,D,47514,88.24%,,,140772,48.96%,,,
1212,Indiana,IN,9,H0IN09039,,Lendall B.,Terry,"Terry, Lendall B.",,D,6335,11.76%,,,,,,,
1213,Indiana,IN,9,,,,,,Party Votes:,D,53849,,,,,,,,
1214,Indiana,IN,9,H2IN09126,,Al,Cox,"Cox, Al",,LBT,*,,,,4541,1.58%,,,
1215,Indiana,IN,9,,,,,,District Votes:,,89142,,,,287510,,,,
1216,Indiana,IN,H,,,,,,House Votes:,,761748,,,,2416251,,,,
1217,Indiana,IN,S,S8IN00049,(I),Evan,Bayh,"Bayh, Evan",,D,304267,100.00%,,,1496976,61.65%,,,
1218,Indiana,IN,S,,,,,,Party Votes:,D,304267,,,,,,,,
1219,Indiana,IN,S,S4IN00071,,Marvin,Scott,"Scott, Marvin",,R,335215,100.00%,,,903913,37.23%,,,
1220,Indiana,IN,S,,,,,,Party Votes:,R,335215,,,,,,,,
1221,Indiana,IN,S,S4IN00105,,Albert,Barger,"Barger, Albert",,LBT,*,,,,27344,1.13%,,,
1222,Indiana,IN,S,,,,,,Senate Votes:,,639482,,,,2428233,,,,
1223,Indiana,IN,,,,,,,Total State Votes:,,1401230,,,,4844484,,,,8
1224,Iowa,IA,1,H0IA02040,(I),Jim,Nussle,"Nussle, Jim",,R,12082,99.66%,,,159993,55.16%,,,
1225,Iowa,IA,1,,,,,Scattered,,W(R),41,0.34%,,,,,,,
1226,Iowa,IA,1,,,,,,Party Votes:,R,12123,,,,,,,,
1227,Iowa,IA,1,H2IA01014,,Bill,Gluba,"Gluba, Bill",,D,7126,59.84%,,,125490,43.26%,,,
1228,Iowa,IA,1,H2IA01048,,Denny,Heath,"Heath, Denny",,D/NP,4741,39.81%,,,1756,0.61%,,,
1229,Iowa,IA,1,,,,,Scattered,,W(D),41,0.34%,,,,,,,
1230,Iowa,IA,1,,,,,,Party Votes:,D,11908,,,,,,,,
1231,Iowa,IA,1,H4IA01051,,Mark,Nelson,"Nelson, Mark",,LBT,,,,,2727,0.94%,,,
1232,Iowa,IA,1,,,,Scattered,Scattered,,W,,,,,88,0.03%,,,
1233,Iowa,IA,1,,,,,,District Votes:,,24031,,,,290054,,,,
1234,Iowa,IA,2,H6IA01015,(I),James A.,Leach,"Leach, James A.",,R,11419,99.43%,,,176684,58.92%,,,
1235,Iowa,IA,2,,,,,Scattered,,W(R),66,0.57%,,,,,,,
1236,Iowa,IA,2,,,,,,Party Votes:,R,11485,,,,,,,,
1237,Iowa,IA,2,H4IA02034,,Dave,Franker,"Franker, Dave",,D,16351,99.11%,,,117405,39.15%,,,
1238,Iowa,IA,2,,,,,Scattered,,W(D),146,0.89%,,,,,,,
1239,Iowa,IA,2,,,,,,Party Votes:,D,16497,,,,,,,,
1240,Iowa,IA,2,H2IA02046,,Kevin,Litten,"Litten, Kevin",,LBT,,,,,5586,1.86%,,,
1241,Iowa,IA,2,,,,Scattered,Scattered,,W,,,,,206,0.07%,,,
1242,Iowa,IA,2,,,,,,District Votes:,,27982,,,,299881,,,,
1243,Iowa,IA,3,H6IA03144,(I),Leonard L.,Boswell,"Boswell, Leonard L.",,D,9882,99.43%,,,168007,55.21%,,,
1244,Iowa,IA,3,,,,,Scattered,,W(D),57,0.57%,,,,,,,
1245,Iowa,IA,3,,,,,,Party Votes:,D,9939,,,,,,,,
1246,Iowa,IA,3,H2IA04067,,Stan,Thompson,"Thompson, Stan",,R,7684,99.53%,,,136099,44.72%,,,
1247,Iowa,IA,3,,,,,Scattered,,W(R),36,0.47%,,,,,,,
1248,Iowa,IA,3,,,,,,Party Votes:,R,7720,,,,,,,,
1249,Iowa,IA,3,,,,Scattered,Scattered,,W,,,,,213,0.07%,,,
1250,Iowa,IA,3,,,,,,District Votes:,,17659,,,,304319,,,,
1251,Iowa,IA,4,H4IA05102,(I),Tom,Latham,"Latham, Tom",,R,12350,99.73%,,,181294,60.93%,,,
1252,Iowa,IA,4,,,,,Scattered,,W(R),34,0.27%,,,,,,,
1253,Iowa,IA,4,,,,,,Party Votes:,R,12384,,,,,,,,
1254,Iowa,IA,4,H4IA04105,,Paul W.,Johnson,"Johnson, Paul W.",,D,9653,99.68%,,,116121,39.02%,,,
1255,Iowa,IA,4,,,,,Scattered,,W(D),31,0.32%,,,,,,,
1256,Iowa,IA,4,,,,,,Party Votes:,D,9684,,,,,,,,
1257,Iowa,IA,4,,,,Scattered,Scattered,,W,,,,,151,0.05%,,,
1258,Iowa,IA,4,,,,,,District Votes:,,22068,,,,297566,,,,
1259,Iowa,IA,5,H2IA05072,(I),Steve,King,"King, Steve",,R,30198,99.57%,,,168583,63.30%,,,
1260,Iowa,IA,5,,,,,Scattered,,W(R),129,0.43%,,,,,,,
1261,Iowa,IA,5,,,,,,Party Votes:,R,30327,,,,,,,,
1262,Iowa,IA,5,H4IA05169,,E. Joyce,Schulte,"Schulte, E. Joyce",,D,4902,51.32%,,,97597,36.64%,,,
1263,Iowa,IA,5,H4IA05177,,Gene,Blanshan,"Blanshan, Gene",,D,3117,32.63%,,,,,,,
1264,Iowa,IA,5,H4IA05151,,Sal,Mohamed,"Mohamed, Sal",,D,1513,15.84%,,,,,,,
1265,Iowa,IA,5,,,,,Scattered,,W(D),20,0.21%,,,,,,,
1266,Iowa,IA,5,,,,,,Party Votes:,D,9552,,,,,,,,
1267,Iowa,IA,5,,,,Scattered,Scattered,,W,,,,,161,0.06%,,,
1268,Iowa,IA,5,,,,,,District Votes:,,39879,,,,266341,,,,
1269,Iowa,IA,H,,,,,,House Votes:,,131619,,,,1458161,,,,
1270,Iowa,IA,S,S0IA00028,(I),Chuck,Grassley,"Grassley, Chuck",,R,78819,99.72%,,,1038175,70.18%,,,
1271,Iowa,IA,S,,,,,Scattered,,W(R),218,0.28%,,,,,,,
1272,Iowa,IA,S,,,,,,Party Votes:,R,79037,,,,,,,,
1273,Iowa,IA,S,S4IA00046,,Arthur,Small,"Small, Arthur",,D,52318,99.25%,,,412365,27.88%,,,
1274,Iowa,IA,S,,,,,Scattered,,W(D),398,0.75%,,,,,,,
1275,Iowa,IA,S,,,,,,Party Votes:,D,52716,,,,,,,,
1276,Iowa,IA,S,S4IA00061,,Christy Ann,Welty,"Welty, Christy Ann",,LBT,,,,,15218,1.03%,,,
1277,Iowa,IA,S,S4IA00053,,Daryl A.,Northrop,"Northrop, Daryl A.",,IG,,,,,11121,0.75%,,,
1278,Iowa,IA,S,S4IA00079,,Edwin B.,Fruit,"Fruit, Edwin B.",,SWP,,,,,1874,0.13%,,,
1279,Iowa,IA,S,,,,Scattered,Scattered,,W,,,,,475,0.03%,,,
1280,Iowa,IA,S,,,,,,Senate Votes:,,131753,,,,1479228,,,,
1281,Iowa,IA,,,,,,,Total State Votes:,,263372,,,,2937389,,,,
1282,Kansas,KS,1,H6KS01096,(I),Jerry,Moran,"Moran, Jerry",,R,94098,100.00%,,,239776,90.72%,,,
1283,Kansas,KS,1,,,,,,Party Votes:,R,94098,,,,,,,,
1284,Kansas,KS,1,H0KS01081,,Jack,Warner,"Warner, Jack",,LBT,,,,,24517,9.28%,,,
1285,Kansas,KS,1,,,,,,District Votes:,,94098,,,,264293,,,,
1286,Kansas,KS,2,H6KS02227,(I),Jim,Ryun,"Ryun, Jim",,R,69368,100.00%,,,165325,56.15%,,,
1287,Kansas,KS,2,,,,,,Party Votes:,R,69368,,,,,,,,
1288,Kansas,KS,2,H4KS02107,,Nancy,Boyda,"Boyda, Nancy",,D,36771,100.00%,,,121532,41.28%,,,
1289,Kansas,KS,2,,,,,,Party Votes:,D,36771,,,,,,,,
1290,Kansas,KS,2,H0KS02097,,Dennis,Hawver,"Hawver, Dennis",,LBT,,,,,7579,2.57%,,,
1291,Kansas,KS,2,,,,,,District Votes:,,106139,,,,294436,,,,
1292,Kansas,KS,3,H8KS03049,(I),Dennis,Moore,"Moore, Dennis",,D,33466,100.00%,,,184050,54.82%,,,
1293,Kansas,KS,3,,,,,,Party Votes:,D,33466,,,,,,,,
1294,Kansas,KS,3,H4KS03105,,Kris,Kobach,"Kobach, Kris",,R,39129,44.02%,,,145542,43.35%,,,
1295,Kansas,KS,3,H2KS03133,,Adam,Taff,"Taff, Adam",,R,38922,43.79%,,,,,,,
1296,Kansas,KS,3,H4KS03113,,Patricia,Lightner,"Lightner, Patricia",,R,10836,12.19%,,,,,,,
1297,Kansas,KS,3,,,,,,Party Votes:,R,88887,,,,,,,,
1298,Kansas,KS,3,H4KS03162,,Joe,Bellis,"Bellis, Joe",,LBT,,,,,3191,0.95%,,,
1299,Kansas,KS,3,H4KS03154,,Richard,Wells,"Wells, Richard",,REF,,,,,2956,0.88%,,,
1300,Kansas,KS,3,,,,,,District Votes:,,122353,,,,335739,,,,
1301,Kansas,KS,4,H4KS04087,(I),Todd,Tiahrt,"Tiahrt, Todd",,R,53202,100.00%,,,173151,66.11%,,,
1302,Kansas,KS,4,,,,,,Party Votes:,R,53202,,,,,,,,
1303,Kansas,KS,4,H8KS04039,,Michael,Kinard,"Kinard, Michael",,D,14308,73.05%,,,81388,31.07%,,,
1304,Kansas,KS,4,H4KS04095,,Marty,Mork,"Mork, Marty",,D,5279,26.95%,,,,,,,
1305,Kansas,KS,4,,,,,,Party Votes:,D,19587,,,,,,,,
1306,Kansas,KS,4,H4KS04103,,David,Loomis,"Loomis, David",,LBT,,,,,7376,2.82%,,,
1307,Kansas,KS,4,,,,,,District Votes:,,72789,,,,261915,,,,
1308,Kansas,KS,H,,,,,,House Votes:,,395379,,,,1156383,,,,
1309,Kansas,KS,S,S6KS00122,(I),Samuel D.,Brownback,"Brownback, Samuel D.",,R,286839,86.99%,,,780863,69.16%,,,
1310,Kansas,KS,S,S4KS00101,,Arch,Naramore,"Naramore, Arch",,R,42880,13.01%,,,,,,,
1311,Kansas,KS,S,,,,,,Party Votes:,R,329719,,,,,,,,
1312,Kansas,KS,S,S4KS00093,,Robert A.,Conroy,"Conroy, Robert A.",,D,61052,55.92%,,,,,,,
1313,Kansas,KS,S,S4KS00085,,Lee,Jones,"Jones, Lee",,D,48133,44.08%,,,310337,27.49%,,,
1314,Kansas,KS,S,,,,,,Party Votes:,D,109185,,,,,,,,
1315,Kansas,KS,S,S6KS00205,,Steven A.,Rosile,"Rosile, Steven A.",,LBT,,,,,21842,1.93%,,,
1316,Kansas,KS,S,S2KS00089,,George,Cook,"Cook, George",,REF,,,,,15980,1.42%,,,
1317,Kansas,KS,S,,,,,,Senate Votes:,,438904,,,,1129022,,,,
1318,Kansas,KS,,,,,,,Total State Votes:,,834283,,,,2285405,,,,9
1319,Kentucky,KY,1,H4KY01040,(I),Edward,Whitfield,"Whitfield, Edward",,R,Unopposed,,,,175972,67.32%,,,
1320,Kentucky,KY,1,H4KY01057,,Billy R.,Cartwright,"Cartwright, Billy R.",,D,Unopposed,,,,85229,32.61%,,,
1321,Kentucky,KY,1,H6KY01011,,Tom,Barlow,"Barlow, Tom",,W,,,,,186,0.07%,,,
1322,Kentucky,KY,1,,,,,,District Votes:,,n/a,,,,261387,,,,
1323,Kentucky,KY,2,H4KY02030,(I),Ron,Lewis,"Lewis, Ron",,R,Unopposed,,,,185394,67.92%,,,
1324,Kentucky,KY,2,H4KY02063,,Adam,Smith,"Smith, Adam",,D,14565,44.26%,,,87585,32.08%,,,
1325,Kentucky,KY,2,H4KY02071,,James E.,Rice,"Rice, James E.",,D,9228,28.04%,,,,,,,
1326,Kentucky,KY,2,H2KY02075,,Pete,Tabb,"Tabb, Pete",,D,9115,27.70%,,,,,,,
1327,Kentucky,KY,2,,,,,,Party Votes:,D,32908,,,,,,,,
1328,Kentucky,KY,2,,,,,,District Votes:,,32908,,,,272979,,,,
1329,Kentucky,KY,3,H6KY03090,(I),Anne M.,Northup,"Northup, Anne M.",,R,Unopposed,,,,197736,60.26%,,,
1330,Kentucky,KY,3,H4KY03186,,Tony,Miller,"Miller, Tony",,D,39883,81.78%,,,124040,37.80%,,,
1331,Kentucky,KY,3,H4KY03129,,Burrel Charles,Farnsley,"Farnsley, Burrel Charles",,D,8883,18.22%,,,,,,,
1332,Kentucky,KY,3,,,,,,Party Votes:,D,48766,,,,,,,,
1333,Kentucky,KY,3,H4KY03194,,George C.,Dick,"Dick, George C.",,LBT,,,,,6363,1.94%,,,
1334,Kentucky,KY,3,H4KY03202,,Corley,Everett,"Everett, Corley",,W,,,,,15,0.00%,,,
1335,Kentucky,KY,3,,,,,,District Votes:,,48766,,,,328154,,,,
1336,Kentucky,KY,4,H2KY04071,,Geoff,Davis,"Davis, Geoff",,R,13957,58.00%,,,160982,54.40%,,,
1337,Kentucky,KY,4,H4KY04051,,Kevin L.,Murphy,"Murphy, Kevin L.",,R,7672,31.88%,,,,,,,
1338,Kentucky,KY,4,H4KY04093,,John Kelly,King,"King, John Kelly",,R,2434,10.12%,,,,,,,
1339,Kentucky,KY,4,,,,,,Party Votes:,R,24063,,,,,,,,
1340,Kentucky,KY,4,H4KY04085,,Nick,Clooney,"Clooney, Nick",,D,Unopposed,,,,129876,43.89%,,,
1341,Kentucky,KY,4,H4KY04101,,Michael E.,Slider,"Slider, Michael E.",,I,,,,,5069,1.71%,,,
1342,Kentucky,KY,4,,,,,,District Votes:,,24063,,,,295927,,,,
1343,Kentucky,KY,5,H0KY05015,(I),"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",,R,26909,91.29%,,,177579,100.00%,,,
1344,Kentucky,KY,5,H2KY05136,,Billy Ray,Wilson,"Wilson, Billy Ray",,R,2566,8.71%,,,,,,,
1345,Kentucky,KY,5,,,,,,Party Votes:,R,29475,,,,,,,,
1346,Kentucky,KY,5,,,,,,District Votes:,,29475,,,,177579,,,,
1347,Kentucky,KY,6,H4KY06072,(I),Ben,Chandler,"Chandler, Ben",,D,Unopposed,,,,175355,58.60%,,,
1348,Kentucky,KY,6,H4KY06098,,Tom,Buford,"Buford, Tom",,R,8478,62.15%,,,119716,40.01%,,,
1349,Kentucky,KY,6,H4KY06106,,Bryan Samuel,Coffman,"Coffman, Bryan Samuel",,R,3526,25.85%,,,,,,,
